Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
okvirji-oglata-acetat-crna-tag-heuer-th3951-004,TH3951 004,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: široka</h3>
<h4>Dimenzije: <span>56-15-140</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Tag Heuer,nan,okvirji,"_tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-oglata, _tab3_material-acetat, acetat, blcyb2020, blkcyb2020, disc_50, imp-20-05-25, moška, normalna, oglata, okvirji, progresiv, Q2 2019, rdeča, Tag Heuer, tah, črna, široka, športno, ženska",True,barva,črna,velikost,široka,nan,nan,'389179,0.0,shopify,deny,manual,109.5,219.0,True,True,'6639510045315,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/389179__side.png?v=1642766294,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,kg,nan,nan,active
okvirji-oglata-acetat-crna-tag-heuer-th7103-04,TH7103 04,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: široka</h3>
<h4>Dimenzije: <span>58-0-0</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Tag Heuer,nan,okvirji,"_tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-oglata, _tab3_material-acetat, acetat, brez okvirja, disc_50, klasična, moška, oglata, okvirji, progresiv, Q1 2015, srebrna, Tag Heuer, tah, črna, široka",False,barva,črna,velikost,široka,nan,nan,'241384,0.0,shopify,deny,manual,105.0,210.0,True,True,'6671030045318,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_a9b55763-2efd-45c8-b943-06b849d9be18.png?v=1589523234,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,kg,nan,nan,active
okvirji-oglata-acetat-crna-tag-heuer-th8108-01,TH8108 01,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: široka</h3>
<h4>Dimenzije: <span>56-17-140</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Tag Heuer,nan,okvirji,"_tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-oglata, _tab3_material-acetat, acetat, brez okvirja, disc_50, klasična, moška, oglata, okvirji, progresiv, Q1 2015, Tag Heuer, tah, črna, široka, športno",False,barva,črna,velikost,široka,nan,nan,'241774,0.0,shopify,deny,manual,80.0,160.0,True,True,'6681080015417,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_6972b548-98a5-4f1e-957d-8e8ffa1f13dd.png?v=1589523251,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,kg,nan,nan,active
okvirji-oglata-acetat-crna-tag-heuer-th8108-06,TH8108 06,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: široka</h3>
<h4>Dimenzije: <span>56-0-0</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Tag Heuer,nan,okvirji,"_tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-oglata, _tab3_material-acetat, acetat, brez okvirja, disc_50, klasična, moška, oglata, okvirji, oranžna, progresiv, Q1 2015, Tag Heuer, tah, črna, široka, športno",False,barva,črna,velikost,široka,nan,nan,'241383,0.0,shopify,deny,manual,80.0,160.0,True,True,'6681080065417,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_9e6ad2fc-47a0-41d7-807e-d6baab5b9598.png?v=1589523263,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,kg,nan,nan,active
okvirji-oglata-acetat-crna-tom-ford-tf5536-b,TF5536-B,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: srednja</h3>
<h4>Dimenzije: <span>53-21-145</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Tom Ford,nan,okvirji,"2020-11, _tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-oglata, _tab3_material-acetat, acetat, blcyb2020, blkcyb2020, debela, disc_subsc, moška, nodiscount, oglata, okvirji, progresiv, Q2 2019, srednja, tah, Tom Ford, upld-2020-11-19, črna",True,barva,črna,velikost,srednja,nan,nan,'664689993000,0.0,shopify,deny,manual,229.0,229.0,True,True,'664689993000,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/664689993000__frnt.png?v=1605799970,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/664689993000__frnt.png?v=1605799970,kg,nan,nan,active
okvirji-oglata-acetat-crna-tom-ford-tf5536-b,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/664689993000__side.png?v=1605799970,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
okvirji-oglata-acetat-crna-tom-ford-tf5589-b,TF5589-B,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: široka</h3>
<h4>Dimenzije: <span>55-15-145</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Tom Ford,nan,okvirji,"2020-11, _tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-oglata, _tab3_material-acetat, acetat, disc_subsc, klasična, moška, nodiscount, normalna, oglata, okvirji, progresiv, Q2 2018, tah, Tom Ford, upld-2020-11-19, črna, široka",True,barva,črna,velikost,široka,nan,nan,'889214046222,0.0,shopify,deny,manual,329.0,329.0,True,True,'889214046222,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/889214046222__frnt.png?v=1605799873,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/889214046222__frnt.png?v=1605799873,kg,nan,nan,active
okvirji-oglata-acetat-crna-tom-ford-tf5589-b,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/889214046222__side.png?v=1605799873,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
okvirji-oglata-acetat-crna-tommy-hilfiger-thf1641-807,THF1641 807,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: široka</h3>
<h4>Dimenzije: <span>55-16-145</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Tommy Hilfiger,nan,okvirji,"_tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-oglata, _tab3_material-acetat, acetat, blcyb2020, blkcyb2020, disc_subsc, klasična, moška, nodiscount, normalna, oglata, okvirji, progresiv, Q2 2019, srebrna, tah, Tommy Hilfiger, vto, črna, široka",True,barva,črna,velikost,široka,nan,nan,'508854,0.0,shopify,deny,manual,109.0,109.0,True,True,'716736122496,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/508854__frnt.png?v=1589498229,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/508854__frnt.png?v=1589498229,kg,nan,nan,active
okvirji-oglata-acetat-crna-tommy-hilfiger-thf1641-807,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/508854__side.png?v=1589498229,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
okvirji-oglata-acetat-havana-cartier-0027o-005,0027O 005,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: srednja</h3>
<h4>Dimenzije: <span>52-15-145</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Cartier,nan,okvirji,"_tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-oglata, _tab3_material-acetat, acetat, blcyb2020, blkcyb2020, Cartier, debela, havana, nodiscount, oglata, okvirji, progresiv, Q2 2019, srebrna, srednja, tah, ženska",False,barva,havana,velikost,srednja,nan,nan,'486107,0.0,shopify,deny,manual,499.0,499.0,True,True,'843023102012,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/pridem_kmalu_02_3517abe6-2528-4b4d-83e6-2537b7ec9d11.png?v=1589522938,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,kg,nan,nan,active
okvirji-oglata-acetat-havana-dior-homme-cd-blacktie184,CD-BLACKTIE184,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: široka</h3>
<h4>Dimenzije: <span>56-17-145</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Dior,nan,okvirji,"2020-12, _tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-oglata, _tab3_material-acetat, acetat, debela, Dior, disc_subsc, havana, klasična, moška, nodiscount, oglata, okvirji, progresiv, Q1 2020, rjava, tah, upld-2020-12-04, široka, ženska",True,barva,havana,velikost,široka,nan,nan,'404268,0.0,shopify,deny,manual,259.0,259.0,True,True,'762753256157,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/762753256157__frnt.png?v=1658914590,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,kg,nan,nan,active
okvirji-oglata-acetat-havana-dior-homme-cd-blacktie184,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/762753256157__side.png?v=1658914590,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
okvirji-oglata-acetat-havana-dior-montaigne-42-fwi,MONTAIGNE 42 FWI,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3> Velikost: srednja</h3>
<h4>Dimenzije: <span>52-19-145</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p> Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Dior,nan,okvirji,""" Dior, _tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-oglata, _tab3_material-acetat, acetat, blcyb2020, blkcyb2020, disc_subsc, havana, klasična, nodiscount, normalna, oglata, okvirji, progresiv, Q1 2019, rumena, srednja, tah, upld-2020-10-27 "", ženska",True,barva,havana,velikost,srednja,nan,nan,'536756,0.0,shopify,deny,manual,469.0,469.0,True,True,'762753354471,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/762753354471__frnt.png?v=1656336507,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,kg,nan,nan,active
okvirji-oglata-acetat-havana-dior-montaigne-42-fwi,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/762753354471__side.png?v=1656336507,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
okvirji-oglata-acetat-havana-dolce-gabbana-dg3304-319954,DG3304 3199/54,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3> Velikost: srednja</h3>
<h4>Dimenzije: <span>54-19-145</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p> Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Dolce&Gabbana,nan,okvirji,""" Dolce&Gabbana, _tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-oglata, _tab3_material-acetat, acetat, blcyb2020, blkcyb2020, disc_subsc, havana, klasična, moška, nodiscount, normalna, oglata, okvirji, progresiv, Q3 2019, siva, srednja, tah, upld-2020-10-27 """,True,barva,havana,velikost,srednja,nan,nan,'514982,0.0,shopify,deny,manual,249.0,249.0,True,True,'8053672957228,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/514982__frnt_f19f3bc1-94f3-4058-83e8-4d4eb3590d67.png?v=1603758015,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/514982__frnt_f19f3bc1-94f3-4058-83e8-4d4eb3590d67.png?v=1603758015,kg,nan,nan,active
okvirji-oglata-acetat-havana-dolce-gabbana-dg3304-319954,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/514982__side_74d21e55-4d40-4ea5-97cf-272ca779377d.png?v=1603758015,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
okvirji-oglata-acetat-havana-gucci-gg0384o-06-57,GG0384O 06-57,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3> Velikost: široka</h3>
<h4>Dimenzije: <span>55-16-145</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p> Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",Gucci,nan,okvirji,""" Gucci, _tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-oglata, _tab3_material-acetat, _tab99_oblika-obraza-srcasta-oglata, acetat, blcyb2020, blkcyb2020, debela, disc_subsc, havana, klasična, moška, nodiscount, oglata, okvirji, progresiv, Q2 2021, tah, upld-2020-10-27 "", široka",True,barva,havana,velikost,široka,nan,nan,'511285,0.0,shopify,deny,manual,239.0,239.0,True,True,'889652176765,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/511285__frnt_a4128759-a2c3-40d9-a490-683e87ba5ca3.png?v=1603758274,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/511285__frnt_a4128759-a2c3-40d9-a490-683e87ba5ca3.png?v=1603758274,kg,nan,nan,active
okvirji-oglata-acetat-havana-moschino-mos023s,MOS023/S,"<div class=""morela-product-dimension"">
<div class=""morela-dimens-text descri"">
<div class=""morela-dimens-txt left"">
<h3>﻿﻿Velikost: srednja</h3>
<h4>Dimenzije: <span>53-17-140</span>
</h4>
</div>
<div class=""morela-dimens-img left"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/mere_ocal_02.jpg?v=1588839507""><p>Dimenzije okvirje so zapisane na notranji strani ročke očal.</p>
</div>
</div>
<div class=""morela-product-show descri"">
<div class=""morela-dimens-txt right""></div>
<div class=""morela-dimens-img right"">
<img src=""https://cdn.shopify.com/s/files/1/0376/6953/5788/files/merjenje_s-Kartico.jpg?v=1588839223""><p>﻿﻿Možnost hitre meritve širine obraza.</p>
</div>
</div>
</div>",moschino,nan,okvirji,"2020-11, _tab1_morela-kvaliteta-lec, _tab2_oblika-okvirja-oglata, _tab3_material-acetat, acetat, blcyb2020, blkcyb2020, disc_subsc, havana, mladostno, moschino, nodiscount, normalna, oglata, okvirji, progresiv, Q2 2020, srednja, tah, upld-2020-11-06, zlata, ženska",True,barva,havana,velikost,srednja,nan,nan,7.17E+16,0.0,shopify,deny,manual,249.0,249.0,True,True,'716736086170,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/716736086170__frnt.png?v=1604663759,1.0,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/716736086170__frnt.png?v=1604663759,kg,nan,nan,active
okvirji-oglata-acetat-havana-moschino-mos023s,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://cdn.shopify.com/s/files/1/0376/6953/5788/products/716736086170__side.png?v=1604663759,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
